Vocab,WordCount
546434, 1146340
546467, 1146665
546537, 1146822
546961, 1147673
547042, 1147868
547522, 1148979
547698, 1149416
547749, 1149509
547822, 1149680
547916, 1149909
547953, 1149984
547953, 1150057
548225, 1150688
548361, 1150949
548729, 1151784
548860, 1152039
550207, 1154992
551729, 1158075
552389, 1159424
553171, 1161301
553239, 1161452
553303, 1161593
553353, 1161714
553425, 1161857
553474, 1161964
553500, 1162023
553789, 1162724
553827, 1162821
553908, 1163004
553957, 1163125
554119, 1163460
554361, 1164075
554399, 1164136
554430, 1164219
554566, 1164540
554618, 1164667
554677, 1164780
554703, 1164829
554808, 1165066
555099, 1165699
555345, 1166256
555491, 1166571
555710, 1167082
555731, 1167125
556100, 1168062
556357, 1168675
556680, 1169390
556760, 1169549
557082, 1170232
557098, 1170269
557448, 1171196
557551, 1171417
557630, 1171622
557677, 1171711
557812, 1171998
558060, 1172509
559331, 1175340
559845, 1176459
560089, 1177066
560117, 1177135
560273, 1177574
560378, 1177829
560528, 1178200
561389, 1180141
561594, 1180544
561768, 1180967
561942, 1181342
562257, 1181987
562329, 1182164
562424, 1182375
562752, 1183106
562785, 1183169
563533, 1184876
563577, 1184969
563740, 1185318
563770, 1185405
563841, 1185556
563989, 1185921
564037, 1186028
564653, 1187387
565612, 1189566
565707, 1189801
565818, 1190024
565856, 1190097
565910, 1190216
565945, 1190267
566118, 1190646
566360, 1191115
566675, 1191746
566790, 1192053
567028, 1192562
567417, 1193391
567482, 1193592
567520, 1193673
567688, 1194046
568163, 1195545
568186, 1195600
568213, 1195647
568376, 1196054
568441, 1196193
568462, 1196230
568669, 1196665
568704, 1196952
568920, 1197497
568987, 1197674
569944, 1199821
569991, 1199922
570124, 1200267
570216, 1200458
572589, 1205853
572792, 1206310
572813, 1206361
572891, 1206562
572918, 1206629
573024, 1206904
573179, 1207231
573220, 1207328
573407, 1207687
573472, 1207842
573547, 1208017
573772, 1208486
575949, 1213363
576159, 1213844
576841, 1215517
576907, 1215682
577081, 1216057
577316, 1216586
577391, 1216771
577460, 1216904
577503, 1217007
577578, 1217166
578145, 1218469
578170, 1218528
578224, 1218683
578279, 1218818
578877, 1220003
579162, 1220606
579187, 1220663
579277, 1220854
579668, 1221779
580207, 1222900
580277, 1223259
581685, 1226300
581755, 1226477
581782, 1226534
582027, 1227107
582184, 1227456
582357, 1227881
582443, 1228032
582594, 1228431
582628, 1228490
582696, 1228651
583792, 1231206
583868, 1231365
583926, 1231472
584318, 1232219
584387, 1232382
584454, 1232525
584738, 1233202
584782, 1233289
584819, 1233372
584844, 1233433
584948, 1233676
584997, 1233771
585022, 1233836
585265, 1234379
586555, 1237392
586726, 1237751
586796, 1237912
586885, 1238081
587060, 1238552
587182, 1238821
587196, 1238856
587224, 1238915
587267, 1239010
587290, 1239061
587369, 1239254
587400, 1239325
587601, 1239700
587673, 1239911
587715, 1240036
588345, 1241445
588410, 1241630
588447, 1241703
588611, 1242118
588650, 1242197
588878, 1242698
588908, 1242757
589060, 1243058
589078, 1243103
589377, 1243804
589391, 1244017
589548, 1244356
589590, 1244459
591095, 1247980
591349, 1248595
591402, 1248688
591755, 1249503
591914, 1249778
591937, 1249833
591995, 1250000
592047, 1250095
592604, 1251308
592936, 1252029
593006, 1252190
593096, 1252411
593160, 1252556
593203, 1252643
593298, 1252840
593411, 1253177
594113, 1254762
594190, 1254913
594247, 1255056
595453, 1257727
595602, 1258022
595636, 1258089
595653, 1258130
595740, 1258317
595829, 1258504
595859, 1258567
595961, 1258792
596259, 1259475
596303, 1259576
597177, 1261419
597501, 1262114
597579, 1262289
597683, 1262508
597874, 1262889
598143, 1263500
598230, 1263721
598252, 1263764
598409, 1264077
598475, 1264262
598535, 1264349
598786, 1264986
598821, 1265051
598851, 1265124
598929, 1265297
599462, 1266474
599896, 1267843
600200, 1268596
600254, 1268705
600291, 1268816
600819, 1269863
600938, 1270110
600956, 1270149
601023, 1270306
601306, 1270943
601380, 1271132
601477, 1271353
602371, 1273562
602435, 1273719
602529, 1273938
602622, 1274117
602664, 1274218
602741, 1274423
602772, 1274496
602793, 1274559
602807, 1274624
602910, 1274871
602989, 1275040
603053, 1275203
603086, 1275290
603236, 1275609
603306, 1275762
603606, 1276483
603866, 1277118
603909, 1277213
603936, 1277264
603958, 1277315
603963, 1277390
604030, 1277507
604128, 1277674
604229, 1277881
604336, 1278124
604592, 1278677
604630, 1278756
604736, 1278983
604795, 1279124
604833, 1279215
605109, 1279830
605437, 1280533
605478, 1280624
605604, 1280915
605655, 1281030
605678, 1281093
605755, 1281314
606008, 1281823
606266, 1282370
606472, 1282793
606490, 1282834
606584, 1283029
607046, 1284086
607284, 1284603
607599, 1285322
607873, 1285919
608070, 1286338
608070, 1286379
608170, 1286614
608316, 1286919
608426, 1287202
608426, 1287243
608426, 1287290
608506, 1287465
608620, 1287718
608877, 1288291
608946, 1288430
608970, 1288487
609015, 1288582
609084, 1288709
609110, 1288774
609368, 1289365
609484, 1289602
609534, 1289953
609709, 1290362
609736, 1290423
609789, 1290520
609983, 1291073
610129, 1291440
610204, 1291645
610501, 1292400
610561, 1292547
610685, 1292832
610701, 1292889
610825, 1293152
610839, 1293195
611885, 1295668
611993, 1295949
612024, 1296026
612161, 1296343
612694, 1297764
612737, 1297837
612810, 1298036
614191, 1301511
614266, 1301684
614563, 1302317
614588, 1302368
615262, 1303933
615289, 1304022
615382, 1304265
615503, 1304524
615597, 1304735
616819, 1307558
616897, 1307707
617444, 1308912
617536, 1309083
617739, 1309602
617830, 1309849
618002, 1310246
618122, 1310493
620090, 1314888
620107, 1314933
620143, 1315012
620409, 1315547
620784, 1316412
620829, 1316513
621005, 1316992
621079, 1317133
621137, 1317252
621155, 1317301
621180, 1317376
622764, 1320877
622821, 1321016
622930, 1321227
622970, 1321332
623055, 1321533
623203, 1321882
623484, 1322495
623529, 1322586
623871, 1323305
623914, 1323616
623949, 1323697
623986, 1323776
624032, 1323895
624350, 1324616
624457, 1324841
624509, 1324956
624682, 1325313
624720, 1325388
624952, 1325853
625345, 1326778
626480, 1329379
626534, 1329534
627084, 1330747
627202, 1331006
627402, 1331481
629021, 1335526
629087, 1335683
629151, 1335796
629166, 1335843
629200, 1335920
629410, 1336381
629446, 1336450
630251, 1338433
630340, 1338640
630395, 1338761
630497, 1338994
630961, 1340033
630983, 1340080
631028, 1340177
632930, 1344552
633468, 1345719
633809, 1346538
634152, 1347299
634374, 1347804
634450, 1347981
634600, 1348348
634806, 1348859
634878, 1349002
634942, 1349145
635113, 1349590
635171, 1349731
635263, 1349960
635428, 1350345
635516, 1350536
635617, 1350759
636039, 1351746
636175, 1352067
636550, 1353010
636717, 1353373
636865, 1353672
636960, 1354119
638566, 1358968
638598, 1359055
638958, 1359952
638997, 1360251
639251, 1360826
639371, 1361177
639397, 1361238
639464, 1361391
639483, 1361456
640806, 1364133
640900, 1364368
641699, 1366231
641712, 1366274
641767, 1366391
641817, 1366502
642220, 1367311
642319, 1367520
642346, 1367577
642527, 1367990
643067, 1369275
643097, 1369342
643213, 1369801
643351, 1370152
643488, 1370447
643607, 1370678
643634, 1370735
643920, 1371388
644006, 1371575
644040, 1371662
644070, 1371743
644301, 1372314
645145, 1374461
645192, 1374574
645289, 1374801
645408, 1375134
645693, 1375815
645751, 1375942
645820, 1376083
645879, 1376194
645916, 1376267
647872, 1381044
647897, 1381113
648225, 1381920
648682, 1382999
648718, 1383078
648964, 1383629
649844, 1385656
649923, 1385821
649984, 1385984
650019, 1386065
650153, 1386364
650187, 1386449
650319, 1386734
651113, 1388631
651152, 1388710
651360, 1389159
651404, 1389270
651502, 1389511
651564, 1389644
651602, 1389741
651896, 1390514
651959, 1390671
652165, 1391086
652428, 1391705
652452, 1391760
652630, 1392183
652654, 1392236
652728, 1392431
653004, 1393010
653271, 1393519
653393, 1394014
653519, 1394323
653551, 1394398
653745, 1395081
654139, 1395980
654257, 1396229
654326, 1396380
654328, 1396421
654459, 1396742
654526, 1396865
654576, 1396976
654873, 1397677
655302, 1398680
655348, 1398785
655519, 1399188
655669, 1399529
655804, 1399854
657159, 1402903
657211, 1403042
657705, 1404289
657752, 1404468
657905, 1404861
657945, 1404964
658085, 1405287
658162, 1405458
658319, 1405851
658530, 1406320
658578, 1406429
658703, 1406704
658831, 1407053
658849, 1407100
659083, 1407607
659121, 1407688
659156, 1407757
659180, 1407820
659225, 1407919
659302, 1408218
659574, 1408771
659850, 1409446
659939, 1409631
660010, 1409796
660029, 1409869
660097, 1410036
660114, 1410081
660715, 1411376
662342, 1415127
662531, 1415638
662792, 1416267
662976, 1416658
663050, 1416823
663229, 1417234
663506, 1417835
663985, 1418878
664575, 1420389
664643, 1420548
664660, 1420591
666150, 1424282
666195, 1424387
666243, 1424506
666536, 1425135
666738, 1425586
666873, 1425869
666893, 1425924
666978, 1426109
667392, 1427112
667482, 1427289
667543, 1427424
668392, 1429399
668523, 1429690
668683, 1430009
668786, 1430246
668880, 1430395
668941, 1430526
669092, 1430871
669303, 1431444
669508, 1431953
669538, 1432016
669675, 1432295
669800, 1432584
670553, 1434175
670641, 1434384
670786, 1434723
670869, 1434926
670887, 1434981
670925, 1435064
670960, 1435131
670999, 1435224
671141, 1435547
671223, 1435694
671398, 1436093
671461, 1436220
671505, 1436307
671572, 1436472
671665, 1436677
671761, 1436918
672232, 1438059
672345, 1438298
672379, 1438373
672455, 1438528
672615, 1438891
672702, 1439068
672717, 1439111
672768, 1439242
672785, 1439283
672823, 1439392
672960, 1439671
672985, 1439726
673091, 1439955
673661, 1441370
673764, 1441621
673889, 1441900
674004, 1442257
674284, 1442906
674317, 1443005
674438, 1443304
674524, 1443507
674860, 1444338
674887, 1444407
674983, 1444642
675104, 1444921
675121, 1444964
675138, 1445005
675523, 1445874
675604, 1446095
675617, 1446128
675780, 1446541
675864, 1446810
675930, 1446977
675980, 1447096
676063, 1447257
676366, 1447984
676482, 1448287
676548, 1448426
676581, 1448507
676704, 1448792
676815, 1449039
676874, 1449172
676920, 1449285
677021, 1449528
678889, 1453701
678995, 1453928
679363, 1454831
679638, 1455498
679767, 1455807
679822, 1455934
679858, 1455999
679979, 1456254
680050, 1456397
680361, 1457072
680424, 1457211
680526, 1457480
680562, 1457567
680597, 1457646
680739, 1457975
680816, 1458160
681189, 1459167
681197, 1459210
681249, 1459357
681263, 1459400
681307, 1459507
681337, 1459582
681374, 1459691
681399, 1459772
681422, 1459845
681549, 1460152
681560, 1460207
681600, 1460282
681679, 1460479
681690, 1460508
681709, 1460545
681745, 1460610
681805, 1460793
681894, 1461010
681956, 1461143
681962, 1461182
682011, 1461277
682085, 1461460
682115, 1461561
682156, 1461656
682496, 1462479
683002, 1463540
683620, 1464975
683732, 1465220
683865, 1465689
683894, 1465770
683894, 1465855
684052, 1466226
684168, 1466473
684287, 1466746
684427, 1467089
684581, 1467440
684681, 1467657
684737, 1467866
684797, 1467989
684799, 1468030
684820, 1468081
685051, 1468672
687154, 1474407
687188, 1474490
687245, 1474637
687340, 1474860
687448, 1475081
687637, 1475538
687822, 1475995
687886, 1476110
688011, 1476441
688031, 1476498
688090, 1476649
688193, 1476870
688818, 1478391
688865, 1478506
688967, 1478739
688983, 1478810
691569, 1485035
691780, 1485530
692042, 1486259
692097, 1486394
692183, 1486583
692290, 1486832
692312, 1486897
692351, 1486996
692697, 1487797
692713, 1487830
692733, 1487869
692939, 1488652
694158, 1492379
694185, 1492470
694299, 1492711
694419, 1493018
694926, 1494365
695006, 1494496
695076, 1494643
695115, 1494752
695311, 1495205
695352, 1495308
695477, 1495567
696050, 1496850
696174, 1497133
696468, 1497692
696678, 1498139
696709, 1498218
696754, 1498335
696791, 1498412
696997, 1498865
697074, 1499062
697427, 1499945
697513, 1500338
697537, 1500387
697580, 1500474
697638, 1500605
697673, 1500952
697796, 1501261
697836, 1501342
697911, 1501505
697962, 1501864
698304, 1502707
698370, 1502860
698410, 1502931
698492, 1503126
698628, 1503447
698869, 1503944
698913, 1504045
698976, 1504190
699593, 1505765
699651, 1505886
699800, 1506207
699842, 1506312
699866, 1506573
699912, 1506694
699915, 1506737
700149, 1507280
700355, 1507749
701117, 1509742
701162, 1509811
701328, 1510218
701367, 1510505
701429, 1510644
701429, 1510691
701905, 1511842
701962, 1511979
702069, 1512194
702122, 1512307
702240, 1512590
702317, 1512757
703234, 1514614
703582, 1515415
703597, 1515672
703618, 1515727
703698, 1515936
703751, 1516079
703895, 1516448
704058, 1516869
704242, 1517310
704320, 1517479
704361, 1517574
704402, 1517657
704432, 1517730
704493, 1517863
704594, 1518054
705136, 1519127
705279, 1519446
705358, 1519613
705563, 1520320
705668, 1520539
706197, 1521718
706267, 1521881
706379, 1522140
706434, 1522267
706540, 1522484
706826, 1523159
706846, 1523210
706989, 1523581
707187, 1523996
707236, 1524083
707265, 1524140
707431, 1524513
707459, 1524608
707515, 1524761
707533, 1524974
707631, 1525193
707673, 1525328
707750, 1525497
707784, 1525564
708098, 1526211
708114, 1526252
708344, 1526831
708427, 1527028
708592, 1527387
708688, 1527634
708750, 1527757
708807, 1527874
708832, 1527935
708927, 1528182
709266, 1528917
709353, 1529112
709455, 1529391
709486, 1529700
709595, 1529965
709882, 1530764
709969, 1530971
710122, 1531294
710226, 1531519
710270, 1531604
711423, 1534411
711494, 1534604
712169, 1536157
712309, 1536462
712342, 1536533
712422, 1536766
712670, 1537403
713435, 1538932
713456, 1539051
713541, 1539216
713820, 1539933
713940, 1540188
714038, 1540395
715059, 1542672
715063, 1542767
715210, 1543122
715246, 1543183
715304, 1543316
715334, 1543377
715361, 1543434
715441, 1543603
715465, 1543654
715512, 1543747
715527, 1543788
715628, 1544005
715657, 1544072
715662, 1544207
715701, 1544294
715701, 1544333
715804, 1544562
715867, 1544753
715920, 1544862
716099, 1545269
716150, 1545394
716180, 1545467
716213, 1545518
716324, 1545779
716342, 1545816
716374, 1545879
716424, 1545984
716478, 1546097
716769, 1546678
716839, 1546811
716892, 1546936
716948, 1547059
717166, 1547518
717441, 1548191
717494, 1548332
717545, 1548441
717588, 1548530
717866, 1549129
717886, 1549174
717973, 1549345
718074, 1549562
718301, 1550073
718324, 1550126
718859, 1551581
718886, 1551640
718993, 1551913
719075, 1552086
719199, 1552359
719310, 1552620
720325, 1555189
720414, 1555360
720579, 1555737
720663, 1555930
720732, 1556065
720849, 1556380
721348, 1557937
721458, 1558292
721477, 1558355
721807, 1559098
721832, 1559159
721987, 1559480
722006, 1559543
722023, 1559594
722263, 1560137
722308, 1560230
722322, 1560295
722371, 1560408
722409, 1560499
722484, 1560664
722501, 1560701
722571, 1560862
722863, 1561569
722979, 1561824
723046, 1561971
723120, 1562142
723146, 1562195
723226, 1562366
723246, 1562677
723477, 1563224
723584, 1563473
723643, 1563610
724024, 1564723
724198, 1565250
724360, 1565621
724390, 1565676
724426, 1565741
724485, 1565866
724555, 1566007
724582, 1566054
724606, 1566119
724682, 1566288
724704, 1566339
725908, 1569074
726558, 1570573
726699, 1570834
726730, 1570899
726918, 1571286
726968, 1571385
727010, 1571464
727416, 1572333
727805, 1573292
727972, 1573663
728224, 1574168
728305, 1574333
728499, 1574756
728623, 1575057
728641, 1575108
729235, 1576621
729305, 1576986
729399, 1577191
729490, 1577400
729530, 1577499
729693, 1577924
729771, 1578085
729797, 1578136
729828, 1578237
729999, 1578670
730317, 1579367
732746, 1585214
732792, 1585301
732844, 1585568
733146, 1586329
733328, 1586788
733677, 1587677
734227, 1588968
735502, 1592461
735520, 1592504
735625, 1592745
735664, 1592820
735889, 1593285
735951, 1593450
735994, 1593547
736041, 1593658
736090, 1593783
736332, 1594304
737584, 1597131
737618, 1597210
737665, 1597341
737937, 1598060
737992, 1598187
738045, 1598314
738135, 1598497
738239, 1598744
738356, 1599005
738437, 1599166
738521, 1599353
738555, 1599444
738788, 1599937
738958, 1600320
739051, 1600577
739309, 1601254
739348, 1601343
739409, 1601470
739452, 1601551
739723, 1602152
739752, 1602217
739782, 1602274
739814, 1602351
739865, 1602492
739966, 1602721
740148, 1603072
740253, 1603265
740297, 1603332
740347, 1603567
740401, 1603666
740481, 1603823
740711, 1604336
740777, 1604493
740781, 1604536
740961, 1604937
741005, 1605032
741043, 1605115
741190, 1605484
741334, 1605785
741413, 1605946
741453, 1606015
741601, 1606358
741873, 1607001
742124, 1607664
742199, 1607849
742336, 1608198
742869, 1609523
744815, 1614278
744841, 1614323
744908, 1614464
744950, 1614567
744973, 1614624
745133, 1614941
745171, 1615010
745222, 1615125
745236, 1615168
745686, 1616213
745719, 1616278
746083, 1617119
746131, 1617224
746160, 1617307
746163, 1617350
746411, 1617883
746496, 1618088
746878, 1618879
746972, 1619106
747043, 1619237
747066, 1619300
747323, 1619897
747529, 1620374
747838, 1621131
747952, 1621366
747988, 1621481
748215, 1622008
748239, 1622061
748297, 1622178
748415, 1622431
748515, 1622676
748643, 1622965
748941, 1623650
749178, 1624191
749275, 1624414
749645, 1625313
749809, 1625866
749877, 1626259
749960, 1626504
750024, 1626747
750080, 1626858
750138, 1626995
750436, 1627780
750503, 1627907
750764, 1628612
750826, 1628741
750904, 1628902
751079, 1629351
751099, 1629394
751472, 1630227
751688, 1630726
751873, 1631157
751909, 1631238
752184, 1631831
752207, 1631906
752251, 1632031
752268, 1632074
752325, 1632241
752366, 1632342
753019, 1633849
753042, 1633896
753186, 1634233
753277, 1634448
753468, 1634975
753567, 1635224
753773, 1635713
753831, 1635856
753874, 1635975
753982, 1636302
754001, 1636357
754061, 1636524
754313, 1637149
754357, 1637258
754407, 1637363
754513, 1637600
754571, 1637739
754713, 1638056
754785, 1638193
754822, 1638276
754858, 1638631
755024, 1638960
755267, 1639529
755383, 1639744
755421, 1640065
755658, 1640598
755756, 1640811
755908, 1641096
755988, 1641267
756215, 1641866
756305, 1642051
756357, 1642180
756461, 1642415
756577, 1642650
756788, 1643099
757077, 1643740
757138, 1643891
757184, 1643990
757202, 1644037
757231, 1644126
757335, 1644365
757360, 1644416
757484, 1644699
757516, 1644774
757578, 1644909
758468, 1647042
758490, 1647085
758711, 1647566
758755, 1647663
759081, 1648398
759128, 1648523
759181, 1648656
759409, 1649241
759555, 1649574
759591, 1649651
759710, 1649916
759748, 1650019
759853, 1650240
760010, 1650621
760115, 1650902
760551, 1651943
760604, 1652044
760618, 1652085
760668, 1652196
760727, 1652301
761164, 1653330
761294, 1653641
761348, 1653778
761526, 1654265
761754, 1654812
761832, 1654999
762001, 1655382
762298, 1655995
762387, 1656198
762802, 1657209
762887, 1657402
762954, 1657555
762990, 1657658
763224, 1658189
763486, 1658788
763612, 1659067
763765, 1659414
764799, 1662031
764922, 1662328
765035, 1662625
765186, 1663004
765254, 1663183
765488, 1663722
765711, 1664359
765765, 1664474
766001, 1665067
766037, 1665140
766372, 1665943
766543, 1666384
766590, 1666481
766627, 1666594
766729, 1666881
766848, 1667112
766954, 1667343
767063, 1667608
767137, 1667771
767920, 1669674
768220, 1670417
768306, 1670618
768379, 1670775
768477, 1671008
768606, 1671335
768646, 1671442
768790, 1671791
769307, 1672858
769352, 1672963
769598, 1673590
770137, 1674975
770244, 1675188
770301, 1675299
770420, 1675576
770477, 1675693
770752, 1676306
